,credit_score,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,geography_Germany,geography_Spain,gender_Male
4230,670,41,10.0,0.0,3,1,0,81602.02,0,0,0
588,526,36,1.0,0.0,1,1,0,160696.72,0,0,1
799,601,42,5.0,133636.16,1,0,1,103315.74,1,0,0
2619,850,49,5.0,0.0,1,0,0,25867.67,0,1,1
4188,644,47,9.0,137774.11,2,1,0,151902.78,1,0,1
4163,627,35,7.0,0.0,2,0,1,193022.44,0,0,0
8594,722,37,5.0,0.0,2,1,0,31921.95,0,1,1
2384,732,40,10.0,0.0,2,1,0,154189.08,0,0,0
2445,665,34,5.0,67816.72,1,1,1,29641.58,0,0,0
2677,518,38,10.0,84764.79,1,1,1,162253.9,0,0,0
4939,616,37,5.0,144235.73,2,0,0,154957.66,0,0,1
6138,477,47,9.0,144900.58,1,1,0,61315.37,0,0,1
6293,534,27,9.0,0.0,2,1,0,161344.13,0,0,1
6976,701,39,9.0,0.0,2,1,1,110043.88,0,1,0
5085,547,49,8.0,121537.71,2,1,0,46521.45,1,0,1
990,655,37,5.0,93147.0,2,1,0,66214.13,0,0,1
6856,528,34,1.0,125566.9,1,1,1,176763.27,0,0,1
2332,439,29,6.0,156569.43,1,1,0,180598.66,0,0,0
674,529,35,5.0,0.0,2,1,1,187288.5,0,1,1
1648,698,40,8.0,150777.1,1,1,0,114732.62,1,0,0
4850,516,27,9.0,0.0,1,1,0,142680.64,0,0,1
4032,430,38,9.0,0.0,2,1,1,12050.77,0,0,1
3988,644,32,8.0,141528.88,1,1,1,167087.34,1,0,0
3130,795,56,5.0,0.0,1,1,0,35418.69,0,1,0
3379,803,45,7.0,0.0,2,1,1,128378.04,0,1,0
1535,764,33,9.0,168964.77,1,0,1,118982.51,0,1,0
4655,622,39,9.0,0.0,2,0,1,100862.36,0,1,1
9907,481,28,10.0,0.0,2,1,0,145215.96,0,0,0
4121,628,42,7.0,0.0,2,0,1,172967.87,0,1,1
5366,670,42,5.0,49508.79,3,1,1,100324.01,1,0,0
3413,605,39,5.0,0.0,2,1,0,199390.45,0,0,1
8323,712,30,6.0,0.0,2,1,0,152417.97,0,1,0
8632,751,42,4.0,0.0,2,1,1,81442.6,0,0,1
2193,613,37,9.0,108286.5,1,1,1,114153.44,0,0,1
9051,671,31,6.0,105864.6,2,1,0,145567.34,1,0,0
6621,646,50,0.0,104129.24,2,1,0,181794.86,0,0,1
2738,650,41,3.0,128808.65,3,0,0,113677.53,0,1,1
8247,505,25,5.0,114268.85,2,1,1,126728.27,1,0,0
5689,722,50,5.0,132088.59,1,1,1,128262.14,0,1,0
687,769,45,5.0,126674.81,1,1,0,124118.71,1,0,0
2223,722,34,8.0,0.0,2,1,1,133447.49,0,0,1
8669,540,39,2.0,0.0,2,1,0,81995.92,0,1,1
243,659,67,6.0,117411.6,1,1,1,45071.09,1,0,1
5325,529,43,5.0,123815.86,1,1,1,78463.99,0,0,0
3755,744,29,1.0,0.0,1,0,0,82422.97,0,0,1
9358,837,29,9.0,0.0,2,1,1,41866.26,0,0,0
9082,768,36,5.0,180169.44,2,1,0,17348.56,0,0,0
1518,710,36,8.0,0.0,2,0,0,83206.19,0,1,0
4816,600,29,8.0,0.0,2,0,1,34747.43,0,0,1
3668,666,44,2.0,122314.5,1,0,0,68574.88,1,0,0
4658,700,28,8.0,159900.38,1,0,0,22698.56,0,1,1
9056,765,46,8.0,119492.88,2,0,1,166896.01,1,0,0
4215,789,53,1.0,158271.74,1,1,1,5036.39,0,0,0
5604,602,49,0.0,191808.73,1,0,0,97640.2,0,0,1
1222,536,46,1.0,65733.41,1,1,0,61094.53,0,0,1
2621,551,36,5.0,0.0,1,1,0,183479.12,0,0,0
8974,706,43,5.0,0.0,2,1,0,31962.77,0,1,0
5506,590,34,0.0,65812.35,2,0,1,160346.3,0,1,1
2474,739,37,8.0,0.0,2,1,0,191557.1,0,0,0
8366,637,41,5.0,0.0,2,0,1,102515.42,0,0,1
9255,847,41,3.0,101543.51,4,1,0,16025.17,1,0,0
395,645,37,2.0,136925.09,2,0,1,153400.24,1,0,0
6582,525,60,7.0,0.0,2,0,1,168034.9,0,1,0
8465,598,40,2.0,171178.25,1,1,0,137980.58,0,0,0
3127,776,33,8.0,115130.34,1,0,0,129525.5,1,0,1
8413,749,36,7.0,0.0,2,0,0,80134.65,0,1,1
4686,536,53,2.0,143923.96,1,1,0,2019.78,0,1,1
1510,535,33,2.0,133040.32,1,1,1,110299.78,0,0,1
8513,674,27,4.0,111568.01,1,0,1,22026.18,1,0,0
4608,850,42,5.0,119839.69,1,0,1,51016.02,1,0,1
3115,561,21,4.0,0.0,1,1,1,36942.35,0,0,1
9616,683,35,9.0,61172.04,1,0,0,82951.12,0,1,1
4273,562,75,5.0,87140.85,1,1,1,39351.64,0,0,1
6218,707,43,5.0,0.0,2,1,0,118368.2,0,1,1
934,592,37,9.0,0.0,3,1,1,10656.89,0,1,1
3131,648,39,3.0,126935.98,2,0,1,57995.74,1,0,0
4936,580,24,1.0,133811.78,1,1,0,17185.95,1,0,1
4044,658,32,8.0,0.0,1,1,1,80410.68,0,0,1
9259,800,40,3.0,75893.11,2,1,0,132562.23,0,0,0
9402,810,69,3.0,27288.43,1,1,1,110509.9,1,0,1
8947,701,43,2.0,160416.56,1,0,1,37266.43,0,0,0
5045,755,29,3.0,0.0,3,1,0,4733.94,0,0,0
8502,530,37,8.0,0.0,2,1,1,287.99,0,0,1
2429,816,31,8.0,0.0,2,1,1,28407.4,0,0,1
3875,704,37,9.0,155619.58,1,1,1,135088.58,0,1,0
1520,723,52,5.0,131694.97,1,0,1,92873.5,1,0,1
5793,763,32,8.0,0.0,2,1,0,16725.53,0,1,0
2451,555,24,5.0,0.0,2,1,0,27513.47,0,0,1
7980,497,27,7.0,149400.27,1,0,0,167522.19,0,1,1
9750,708,51,8.0,70754.18,1,1,1,92920.04,0,0,0
7743,777,35,7.0,122917.69,1,1,1,76169.68,1,0,1
8732,724,29,6.0,0.0,2,0,1,64729.51,0,0,0
4809,822,37,3.0,105563.0,1,1,0,182624.93,0,0,1
8980,650,35,3.0,165982.43,2,1,1,24482.16,1,0,0
4086,759,31,4.0,98899.91,1,1,1,47832.82,1,0,1
6853,685,43,1.0,132667.17,1,1,1,41876.98,0,0,0
5271,721,40,6.0,100275.88,1,1,0,138564.48,1,0,1
5933,569,41,4.0,120243.49,1,1,0,163150.03,0,0,1
7796,692,36,3.0,0.0,2,1,1,8282.22,0,0,0
4282,487,53,10.0,89550.85,1,0,1,90076.85,0,0,0
8534,671,31,6.0,0.0,2,1,1,15846.42,0,0,0
5733,829,22,7.0,150126.44,1,1,0,152107.93,0,0,0
3663,724,31,5.0,0.0,1,1,0,134889.95,0,0,1
5674,540,28,8.0,0.0,2,0,0,197588.32,0,1,1
4706,850,43,4.0,161256.53,1,1,1,140071.57,0,0,1
830,684,34,6.0,0.0,2,1,1,130928.22,0,0,0
8999,702,38,9.0,0.0,2,1,1,158527.45,0,1,0
5646,526,35,9.0,118536.4,1,1,0,40980.87,1,0,0
9969,609,41,6.0,0.0,1,0,1,112585.19,0,0,1
7040,678,48,2.0,0.0,2,1,1,32301.88,0,0,0
5008,534,36,4.0,120037.96,1,1,0,36275.94,0,0,1
9759,627,27,2.0,0.0,2,1,0,125451.01,0,0,0
35,475,45,0.0,134264.04,1,1,0,27822.99,0,0,0
6402,719,36,3.0,155423.17,1,1,1,199841.32,0,0,1
8300,733,48,7.0,85915.52,1,1,1,23860.5,1,0,1
7238,697,62,7.0,0.0,1,1,0,129188.18,0,1,1
3297,592,41,2.0,138734.94,1,1,0,90020.74,0,1,0
4775,526,35,5.0,0.0,2,1,1,105618.14,0,1,1
8440,663,33,8.0,96769.04,1,1,1,36864.05,0,1,0
1766,636,34,3.0,0.0,2,1,1,44756.25,0,0,0
9951,635,46,8.0,0.0,2,1,1,60739.16,0,1,1
7386,666,37,2.0,158468.76,1,0,1,93266.01,1,0,0
7922,679,39,6.0,0.0,2,1,0,12266.06,0,1,1
1122,698,56,1.0,112414.81,2,0,0,93982.02,1,0,1
8819,592,36,10.0,123187.51,1,0,1,146111.35,1,0,1
1865,760,32,7.0,0.0,2,1,1,105969.05,0,0,0
2818,669,37,5.0,0.0,1,1,0,132540.33,0,0,1
4620,680,33,2.0,108393.35,1,0,1,39057.67,0,0,1
967,637,34,9.0,0.0,2,0,0,26057.08,0,1,0
5417,588,32,1.0,0.0,2,1,1,8763.87,0,0,1
7410,714,34,5.0,0.0,2,1,0,193040.32,0,1,1
4250,489,38,5.0,117289.92,1,0,0,85231.88,0,0,0
6918,597,24,0.0,108058.07,2,1,1,187826.11,0,1,1
3904,698,55,8.0,155059.1,2,1,1,144584.29,1,0,1
2780,778,40,8.0,104291.41,2,1,1,117507.11,0,1,1
658,544,64,9.0,113829.45,1,1,1,124341.49,0,0,1
5451,663,43,4.0,87624.03,2,1,0,149401.33,0,0,1
7177,559,28,3.0,152264.81,1,0,0,64242.31,1,0,0
263,682,26,0.0,110654.02,1,0,1,111879.21,0,0,0
4239,636,39,3.0,118336.14,1,1,0,184691.77,0,0,0
7495,557,27,2.0,0.0,2,0,1,4497.55,0,0,0
2633,576,41,1.0,0.0,1,1,1,188274.6,0,0,1
4989,629,40,5.0,0.0,1,1,0,106.67,0,0,1
5019,823,53,5.0,124954.94,1,0,1,131259.6,1,0,0
3011,526,30,5.0,0.0,1,1,0,36251.0,0,1,1
3359,739,60,5.0,0.0,1,1,1,51637.67,0,1,1
9584,563,41,2.0,100520.92,1,1,1,19412.8,1,0,1
4925,817,58,3.0,114327.59,2,1,1,42831.11,1,0,1
1103,512,32,2.0,123403.85,2,1,0,80120.19,1,0,0
1829,725,45,8.0,116917.07,1,0,0,173464.43,1,0,1
1287,698,39,9.0,161993.89,1,0,0,90212.38,0,1,0
7312,629,43,0.0,0.0,2,1,1,41263.69,0,0,0
2673,601,50,2.0,115625.07,1,1,0,185855.21,0,0,1
1950,680,37,10.0,123806.28,1,1,0,81776.84,0,0,0
3505,640,45,1.0,0.0,1,1,1,10908.33,0,0,1
4542,630,28,9.0,0.0,2,0,0,32599.35,0,0,1
9073,702,60,5.0,138597.54,2,1,1,41536.59,1,0,0
8162,621,27,4.0,137003.68,1,1,0,21254.06,0,0,1
2169,773,43,8.0,81844.91,2,1,1,35908.46,1,0,1
3213,827,46,1.0,183276.32,1,1,1,13460.27,0,1,1
1004,601,26,7.0,105514.69,2,1,0,50070.59,1,0,0
1313,809,38,3.0,0.0,2,1,1,80061.31,0,0,1
7825,594,23,5.0,104753.84,2,1,0,56756.52,1,0,0
5291,659,32,2.0,155584.21,1,0,1,153662.88,0,0,0
6295,535,50,1.0,140292.58,3,0,0,69531.22,0,1,0
6796,651,25,5.0,0.0,2,1,1,126761.2,0,0,0
7121,672,34,6.0,0.0,1,0,0,22736.06,0,0,1
9400,639,31,3.0,98360.03,1,0,0,20973.8,0,0,0
6962,677,26,3.0,102395.79,1,1,0,119368.99,1,0,0
7866,666,38,6.0,127043.09,1,1,1,8247.0,0,0,0
1943,728,39,6.0,152182.83,1,0,0,161203.6,1,0,1
2603,643,34,5.0,160426.07,1,0,1,188533.11,1,0,0
454,758,39,6.0,127357.76,1,0,1,56577.0,0,0,0
5211,749,22,4.0,94762.16,2,1,1,42241.54,1,0,1
6334,608,35,6.0,0.0,2,1,1,143463.28,0,1,0
8767,552,29,10.0,0.0,2,1,0,12186.83,0,0,1
1944,783,39,9.0,0.0,2,1,0,143752.77,0,1,1
466,850,32,9.0,0.0,2,1,1,18924.92,0,1,0
7645,660,39,9.0,134599.33,2,1,0,183095.87,1,0,1
5332,710,29,3.0,119670.18,1,1,0,188022.44,0,1,0
5872,658,21,5.0,0.0,2,0,1,154279.87,0,1,1
6858,576,46,4.0,137367.94,1,1,1,33450.11,1,0,1
8638,626,27,4.0,115084.53,2,0,1,26907.43,1,0,1
9230,582,35,8.0,121309.17,2,1,1,28750.67,1,0,1
9844,658,40,5.0,143566.12,1,1,1,189607.71,0,0,0
5270,588,33,9.0,150186.22,2,1,1,65611.01,1,0,1
1734,672,21,3.0,165878.76,2,1,1,164537.17,1,0,0
5087,740,43,9.0,0.0,1,1,0,199290.68,0,1,1
5365,539,39,2.0,0.0,2,1,1,48189.94,0,1,1
5960,598,48,6.0,120682.53,1,1,0,30635.52,0,0,1
7092,758,40,3.0,0.0,2,0,0,96097.65,0,1,1
8307,618,30,3.0,133844.22,1,1,1,31406.93,0,0,1
546,587,38,0.0,0.0,2,1,0,47414.15,0,0,1
8238,679,40,7.0,0.0,2,1,1,163757.29,0,1,0
5342,807,47,1.0,171937.27,1,1,1,65636.92,1,0,1
8763,727,61,0.0,128213.96,2,1,1,188729.08,0,0,1
3554,658,36,1.0,0.0,2,0,1,84927.42,0,1,1
3762,590,40,2.0,117641.43,2,0,0,92198.05,1,0,0
1073,503,37,6.0,0.0,2,0,0,136506.86,0,1,1
4889,691,41,8.0,109153.96,3,1,1,148848.76,1,0,0
3197,599,36,4.0,0.0,2,0,0,13210.56,0,1,1
8036,555,21,1.0,0.0,2,0,0,103901.35,0,1,1
8342,655,34,3.0,0.0,2,1,0,159638.77,0,0,0
6894,690,26,8.0,116318.23,1,1,1,83253.05,0,1,1
1960,655,36,5.0,135515.76,1,1,0,86013.96,0,1,0
1550,639,54,2.0,0.0,2,1,1,53843.71,0,1,0
2570,513,31,5.0,174853.46,1,1,0,84238.63,0,1,0
3231,646,36,6.0,124445.52,1,1,0,88481.32,0,0,1
3698,589,21,3.0,0.0,2,0,1,55601.44,0,0,0
3943,649,46,5.0,0.0,2,1,1,76946.6,0,0,1
4931,682,81,6.0,122029.15,1,1,1,50783.88,1,0,1
292,583,27,7.0,0.0,2,1,0,51285.49,0,0,1
5964,599,35,6.0,137102.65,1,0,0,76870.81,0,1,1
4171,564,27,6.0,0.0,1,0,0,7819.76,0,0,0
43,834,49,2.0,131394.56,1,0,0,194365.76,0,0,0
8318,520,39,6.0,145644.05,1,0,0,104118.93,0,0,0
4979,616,45,4.0,122793.96,1,1,1,62002.04,1,0,0
9816,643,48,8.0,0.0,2,1,0,174729.3,0,1,1
1186,670,35,3.0,103465.02,2,1,1,174627.06,0,0,0
8935,660,43,1.0,0.0,1,0,1,112026.1,0,0,0
8069,617,44,9.0,49157.09,2,1,0,53294.17,1,0,1
3531,408,84,8.0,87873.39,1,0,0,188484.52,0,0,0
984,773,25,1.0,124532.78,2,0,1,11723.57,0,0,1
1692,602,23,7.0,113758.48,2,0,0,84077.6,0,0,1
9679,472,19,9.0,0.0,2,1,0,3453.4,0,0,1
9163,608,47,5.0,0.0,1,1,1,126012.57,0,0,0
9417,577,33,5.0,0.0,2,1,0,57975.8,0,1,0
5025,728,37,3.0,122689.51,2,0,0,106977.53,0,0,1
7800,698,52,1.0,107906.75,1,1,0,168886.39,1,0,0
4597,706,46,4.0,105214.58,1,1,0,108699.59,1,0,0
6005,636,24,9.0,0.0,2,0,1,38830.72,0,0,0
999,759,38,1.0,104091.29,1,0,0,91561.91,0,0,0
6471,850,40,5.0,0.0,2,1,0,35034.15,0,0,0
5177,591,27,5.0,107812.67,1,0,1,162501.83,0,1,0
1319,756,41,2.0,124439.49,2,0,1,47093.11,1,0,1
1882,831,30,2.0,0.0,2,0,1,3430.38,0,0,1
7476,759,44,2.0,111095.58,2,1,0,100137.7,0,0,1
2008,639,43,6.0,99610.92,2,1,0,187296.78,0,0,1
9185,584,35,6.0,161613.94,2,1,1,148238.16,0,0,1
319,429,24,4.0,95741.75,1,1,0,46170.75,0,0,1
4887,620,37,0.0,107548.94,1,1,0,71175.94,0,0,1
285,675,40,7.0,113208.86,2,1,0,34577.36,0,0,1
7300,669,45,1.0,123949.75,1,0,0,110881.56,1,0,1
2422,746,29,4.0,105599.67,1,1,1,43106.17,0,0,0
7917,613,38,9.0,126265.88,2,0,0,15859.95,1,0,1
9533,651,45,6.0,86714.06,1,1,0,85869.89,1,0,0
2723,614,41,8.0,121558.46,1,1,1,598.8,0,0,0
8076,732,36,9.0,0.0,1,0,0,3749.0,0,0,0
4255,490,29,4.0,0.0,2,1,0,32089.57,0,0,1
2097,531,37,1.0,143407.29,2,0,1,84402.46,0,1,1
7426,619,48,4.0,0.0,1,0,0,18094.96,0,0,0
8104,769,31,6.0,117852.26,2,1,0,147668.64,0,0,0
5764,726,34,0.0,185734.75,1,1,1,102036.82,0,0,0
3672,750,43,6.0,113882.31,1,1,1,74564.41,0,0,1
1375,429,27,6.0,117307.44,2,1,1,24020.49,0,0,0
1294,824,30,0.0,133634.02,1,1,1,162053.92,0,0,1
9102,445,61,2.0,137655.31,1,0,1,29909.84,1,0,0
6566,525,30,0.0,157989.21,2,1,1,100687.67,1,0,0
3365,671,34,5.0,130929.02,4,1,1,28238.25,0,1,0
287,475,32,8.0,119023.28,1,1,0,100816.29,0,0,0
2494,666,46,5.0,123873.19,1,1,1,177844.06,0,0,1
5653,687,41,2.0,154007.21,1,1,0,158408.23,1,0,0
5336,530,55,4.0,120905.03,1,0,1,123475.88,0,0,0
1328,593,62,3.0,118233.81,1,0,1,24765.53,1,0,0
2836,679,60,8.0,0.0,2,1,1,51380.9,0,0,1
7669,631,38,7.0,0.0,2,1,0,181605.85,0,1,1
1479,595,32,8.0,131081.66,2,1,1,69428.79,1,0,1
583,547,30,9.0,72392.41,1,1,0,77077.14,1,0,0
3315,527,25,6.0,0.0,2,0,1,96758.58,0,0,0
1940,531,31,7.0,117052.82,1,1,0,118508.09,1,0,0
5635,568,27,1.0,116320.68,1,0,1,45563.94,0,1,0
4513,696,41,8.0,0.0,2,0,0,28276.83,0,0,0
7336,654,28,7.0,0.0,2,1,0,151316.37,0,0,0
6141,572,24,1.0,0.0,2,1,1,151460.84,0,0,1
6689,630,41,7.0,107511.52,1,0,1,46156.87,0,1,1
9647,625,31,5.0,0.0,2,0,1,90.07,0,0,1
2572,711,58,9.0,91285.13,2,1,1,26767.85,0,0,1
8956,728,42,8.0,0.0,2,0,1,41823.22,0,1,1
3656,750,37,6.0,0.0,1,1,1,117948.0,0,0,0
223,850,33,10.0,0.0,1,1,0,4861.72,0,0,1
7910,561,28,6.0,123692.0,1,1,1,70548.96,0,1,1
8121,793,35,2.0,0.0,2,1,1,79704.12,0,0,1
7837,850,48,2.0,0.0,1,1,0,169425.3,0,1,1
132,687,38,9.0,122570.87,1,1,1,35608.88,0,0,1
2426,793,41,3.0,141806.46,1,1,0,102921.17,0,0,0
7075,778,34,5.0,109564.1,1,0,1,113046.81,0,0,0
7170,678,36,0.0,107379.68,1,1,1,84460.18,0,0,1
4753,454,40,2.0,123177.01,1,1,0,148309.98,0,1,1
4440,712,32,9.0,100606.02,1,1,0,165693.06,0,0,1
9348,664,34,7.0,93920.47,1,0,0,179913.98,0,0,0
8167,713,24,7.0,147687.24,1,1,1,121592.5,1,0,0
1083,678,32,5.0,0.0,2,1,0,90284.47,0,0,0
746,844,18,2.0,160980.03,1,0,0,145936.28,0,0,1
3944,612,31,8.0,117989.76,1,1,1,54129.86,0,0,0
8813,850,26,5.0,123126.29,1,1,0,74425.41,1,0,0
4432,621,33,4.0,0.0,2,1,1,40299.23,0,1,1
6943,719,40,4.0,128389.12,1,1,1,176091.31,0,1,1
2554,756,30,2.0,145127.85,1,0,0,7554.68,0,1,1
1486,642,39,4.0,0.0,1,1,1,76821.24,0,0,0
8949,731,46,10.0,0.0,2,1,0,153015.42,0,1,1
6551,525,30,5.0,0.0,2,0,1,149195.44,0,1,0
5266,811,31,7.0,117799.28,1,1,1,182372.35,0,0,1
8889,580,39,9.0,128362.59,1,1,0,86044.98,0,0,0
6425,793,39,3.0,137817.52,1,0,0,83997.79,0,0,1
9494,789,43,8.0,119654.44,2,0,1,148412.24,1,0,1
9502,790,29,3.0,46057.96,2,1,1,189777.66,0,1,1
6381,720,33,3.0,123783.91,2,1,1,142903.44,0,1,1
655,498,25,8.0,121702.73,1,1,1,132210.49,1,0,1
3430,625,37,1.0,177069.24,2,1,1,96088.54,0,0,1
5123,832,29,8.0,93833.86,1,0,1,10417.87,0,1,1
6628,596,57,6.0,0.0,2,1,1,72402.0,0,1,1
7252,567,40,7.0,122265.24,1,1,0,138552.74,1,0,1
8821,662,42,6.0,105021.28,1,1,0,48242.38,0,1,0
238,668,46,2.0,0.0,3,1,0,89048.46,0,0,0
9296,586,56,9.0,100781.75,2,1,1,54448.41,1,0,0
9147,636,35,9.0,95478.17,1,0,0,169286.74,0,0,1
2127,710,34,9.0,134260.36,2,1,0,147074.67,1,0,1
6911,705,54,3.0,125889.3,3,1,0,96013.5,1,0,0
3766,584,36,4.0,82696.09,2,0,0,83058.14,0,1,1
3899,752,36,2.0,119912.46,1,1,0,124354.92,0,0,0
3417,612,42,10.0,75497.51,1,0,0,149682.78,0,0,0
9071,435,44,3.0,151739.65,1,1,0,167461.5,1,0,1
7828,734,40,9.0,176914.8,1,1,1,12799.23,0,0,0
3167,637,48,7.0,130806.99,2,1,1,132005.85,0,0,0
8176,702,40,3.0,148556.74,1,0,1,146056.29,0,0,1
8973,582,33,2.0,122394.0,1,1,1,22113.93,1,0,1
853,653,43,5.0,0.0,2,1,1,7330.59,0,0,0
4085,520,34,4.0,134007.9,1,1,1,193209.11,0,0,1
2236,632,41,3.0,126550.7,1,0,0,177644.52,1,0,1
3806,594,38,10.0,0.0,2,1,0,58332.91,0,1,0
8612,686,39,3.0,129626.19,2,1,1,103220.56,1,0,1
8633,767,35,5.0,0.0,2,0,0,144251.38,0,0,0
4031,688,37,7.0,138162.41,2,1,1,113926.31,0,1,1
2932,688,54,9.0,0.0,1,1,0,191212.63,0,0,0
6407,806,30,8.0,168078.83,1,1,0,85028.36,1,0,1
6961,745,33,1.0,0.0,2,1,1,174431.01,0,0,0
33,520,42,6.0,0.0,2,1,1,34410.55,0,1,0
4499,536,44,4.0,121898.82,1,0,0,131007.18,1,0,0
7136,826,49,0.0,0.0,1,0,0,178709.98,0,0,0
3934,581,46,1.0,0.0,2,1,0,104272.04,0,1,0
6162,748,34,5.0,84009.47,1,1,1,137001.1,0,0,1
6573,647,35,3.0,192407.97,1,1,1,40145.28,1,0,1
2023,601,41,1.0,123971.16,1,0,1,172814.99,0,0,1
3916,539,36,5.0,0.0,3,1,1,118959.64,0,1,1
2310,781,32,5.0,147107.91,1,1,1,40066.95,0,0,1
2153,693,36,5.0,178111.82,1,0,0,58719.63,0,0,1
115,628,30,9.0,132351.29,2,1,1,74169.13,1,0,0
7868,611,29,4.0,78885.88,2,1,1,26927.69,1,0,0
7447,636,30,8.0,141787.31,2,1,1,109685.61,1,0,1
4334,705,57,3.0,0.0,2,1,1,34134.14,0,1,0
1094,813,34,0.0,0.0,2,1,0,43169.15,0,0,1
2593,692,53,7.0,150926.99,2,0,0,119817.19,1,0,1
160,717,22,6.0,101060.25,1,0,1,84699.56,0,1,0
3845,712,34,8.0,114088.32,1,1,0,92794.61,0,0,1
358,737,41,1.0,101960.74,1,1,1,123547.28,0,0,1
3399,628,31,6.0,175443.75,1,1,0,113167.17,0,0,0
6543,814,29,1.0,131968.57,2,1,1,147693.92,1,0,1
5471,704,39,10.0,102556.18,2,1,0,171971.25,1,0,0
9292,461,74,1.0,186445.31,2,1,1,196767.83,1,0,0
4737,791,36,6.0,111168.97,1,1,1,189969.91,0,0,1
9388,679,39,5.0,0.0,2,1,1,100060.54,0,1,1
728,673,40,5.0,137494.28,1,1,0,81753.92,0,0,0
6653,608,23,8.0,197715.93,2,1,1,116124.28,1,0,1
7182,692,49,5.0,110540.43,2,0,1,107472.99,1,0,1
8198,668,36,3.0,133686.52,1,1,0,190958.48,0,1,0
594,779,26,4.0,174318.13,2,0,1,38296.21,0,1,0
8766,649,36,5.0,86607.39,1,0,0,19825.09,0,1,0
4357,755,36,8.0,0.0,2,1,0,176809.87,0,0,1
6548,683,38,7.0,109346.13,2,1,0,102665.92,0,0,1
2879,750,52,6.0,107467.56,1,1,0,126233.18,1,0,0
492,639,38,4.0,81550.94,2,0,1,118974.77,0,0,0
9160,778,24,4.0,0.0,2,1,1,162809.2,0,0,1
4783,710,37,5.0,0.0,2,1,0,115403.31,0,0,0
6603,554,35,10.0,74988.59,2,0,1,190155.13,0,0,0
5081,610,31,6.0,107784.65,1,1,1,141137.53,0,0,0
9887,684,24,8.0,143582.89,1,1,1,22527.27,0,1,1
671,667,42,9.0,0.0,2,0,1,58137.42,0,0,1
5047,471,26,8.0,0.0,2,1,1,179655.87,0,1,1
6234,540,37,6.0,0.0,2,1,0,141998.89,0,0,1
5079,427,37,5.0,0.0,2,1,1,121485.1,0,0,1
3605,588,34,5.0,129417.82,1,1,0,153727.32,1,0,0
9216,724,30,10.0,0.0,2,1,1,54265.55,0,0,1
7932,850,40,8.0,102800.65,1,1,0,60811.56,0,0,1
3166,555,62,4.0,119817.33,1,0,1,43507.1,1,0,1
5175,699,29,9.0,127570.93,2,1,0,164756.81,0,1,0
4952,679,58,9.0,109327.65,1,1,1,3829.13,0,1,1
9349,801,43,4.0,158713.08,2,0,0,98586.14,0,0,1
8912,623,24,7.0,148167.83,2,1,1,109470.34,0,0,0
396,557,33,3.0,54503.55,1,1,1,371.05,0,0,1
8475,633,58,2.0,128137.42,2,1,0,147635.33,1,0,1
8781,438,60,7.0,78391.17,1,0,1,49424.6,0,0,1
9964,479,34,5.0,117593.48,2,0,0,113308.29,0,0,1
7676,457,33,7.0,127837.54,1,0,1,60013.17,0,0,0
8170,599,61,1.0,124737.96,1,0,1,90389.61,1,0,1
7844,612,38,1.0,0.0,2,1,1,9209.21,0,0,0
6241,775,33,1.0,118897.1,2,1,1,26362.4,1,0,0
6975,556,38,2.0,115463.16,1,1,0,150679.65,0,1,1
4225,648,36,8.0,146943.38,2,1,1,130041.45,0,1,1
1818,633,32,5.0,163340.12,2,1,1,74415.2,0,1,1
9981,498,42,3.0,152039.7,1,1,1,53445.17,1,0,1
2517,592,36,2.0,104702.65,2,1,0,107948.72,1,0,1
7514,699,64,9.0,113109.52,1,1,0,27980.8,0,0,1
7909,620,61,5.0,0.0,1,0,0,31641.52,0,0,1
5032,684,46,3.0,102955.14,2,1,0,154137.33,1,0,0
1558,571,35,1.0,104783.81,2,0,1,178512.52,0,0,0
8600,710,43,9.0,128284.45,1,1,0,32996.89,0,0,1
2231,746,35,2.0,172274.01,1,1,0,22374.97,0,0,1
2679,520,35,4.0,115680.81,1,1,1,90280.7,0,1,0
7400,762,35,1.0,117458.51,1,0,1,178361.48,1,0,1
6730,631,46,9.0,160736.63,1,0,1,93503.02,0,1,1
1689,595,35,8.0,0.0,1,1,0,100015.79,0,1,1
379,687,39,2.0,0.0,3,0,0,188150.6,0,1,0
1565,581,38,1.0,0.0,2,1,0,46176.22,0,0,1
1838,350,39,0.0,109733.2,2,0,0,123602.11,1,0,1
4967,621,40,8.0,174126.75,3,1,0,172490.78,1,0,1
9411,689,40,4.0,78119.59,4,1,0,119259.34,1,0,0
4573,645,24,3.0,34547.82,1,1,1,11638.17,0,0,0
7597,736,29,4.0,0.0,2,0,0,51705.01,0,0,1
389,544,21,10.0,161525.96,2,1,0,9262.77,0,0,0
4135,712,29,3.0,87375.78,2,0,0,166194.53,0,0,0
570,601,44,5.0,100486.18,2,1,1,62678.53,0,0,1
9072,529,43,6.0,93616.35,2,0,0,98348.66,0,0,1
3955,625,39,2.0,0.0,2,1,0,100403.05,0,0,1
1099,494,38,5.0,0.0,2,1,1,6203.66,0,1,1
542,597,42,5.0,64740.12,1,1,1,106841.12,0,0,0
9829,584,38,1.0,115341.55,1,0,1,173632.92,0,0,1
9895,684,56,3.0,127585.98,3,1,1,80593.49,1,0,0
4562,678,36,1.0,117864.85,2,1,0,27619.06,1,0,1
